Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
13444,3484,"03PG02F",D,"Clyde Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13445,3485,"03PG03F",D,"Dorr Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13446,3486,"03PG05F",D,"Fennville Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13447,3487,"03PG06F",D,"Ganges Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13448,3488,"03PG07F",D,"Graafschap Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13449,3489,"03PG08F",D,"Hamilton Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13450,348a,"03PG04F",D,"Hopkins Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13451,348b,"03PG10F",D,"Lee Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13452,348c,"03PG12F",D,"Martin Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13453,348d,"03PG13F",D,"Leighton Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13454,348e,"03PG14F",D,"Otsego Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13455,348f,"03PG15F",D,"Overisel Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13456,3490,"03PG16F",D,"Plainwell Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13457,3491,"03PG17F",D,"Salem Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13458,3492,"03PG19F",D,"Wayland Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13459,3493,"03PG21F",D,"Saugatuck Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13460,3494,"03PG23F",D,"Gunplain Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13461,3495,"03PG24F",D,"Gobles Fire Paging",Fire Dispatch,"Allegan County (03) Fire"
13465,3499,"03FPAGE",D,"Allegan Duty Officer Page",Fire Dispatch,"Allegan County (03) Fire"
13466,349a,"03PG02D",D,"Clyde Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13467,349b,"03PG03D",D,"Dorr Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13468,349c,"03PG05D",D,"Fennville Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13469,349d,"03PG06D",D,"Ganges Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13470,349e,"03PG07D",D,"Graafscap Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13471,349f,"03PG08D",D,"Hamilton Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13472,34a0,"03PG09D",D,"Hopkins Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13473,34a1,"03PG10D",D,"Lee Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13474,34a2,"03PG12D",D,"Martin Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13475,34a3,"03PG13D",D,"Leighton Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13476,34a4,"03PG14D",D,"Otsego Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13477,34a5,"03PG15D",D,"Overisel Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13478,34a6,"03PG17D",D,"Salem Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13479,34a7,"03PG19D",D,"Wayland Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13480,34a8,"03PG21D",D,"Saugatuck Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13481,34a9,"03PG23D",D,"Gunplain Fire Duty Officer Paging",Fire Dispatch,"Allegan County (03) Fire"
13484,34ac,"WOLFLK7B",D,"Wolf Lake Fish Hatchery: Secondary",Law Talk,"State Dept. of Natural Resources - District 7"
13489,34b1,"03PG911",D,"All Public Safety Monitors Paging",Multi-Dispatch,"Allegan County (03) Fire"
13490,34b2,"34EMS PAGE",D,"EMS Paging",EMS Dispatch,"Ionia County (34)"
13491,34b3,"34LIFE DISP",D,"Ionia County Dispatch",EMS Dispatch,"Life EMS"
13493,34b5,"41PDN",DE,"Law Enforcement North Dispatch",Law Dispatch,"Kent County (41) County Law Enforcement"
13494,34b6,"41PDS",DE,"Law Enforcement South Dispatch",Law Dispatch,"Kent County (41) County Law Enforcement"
13495,34b7,"41PDW",DE,"Law Enforcement West Dispatch",Law Dispatch,"Kent County (41) County Law Enforcement"
13496,34b8,"41PDSEC",DE,"Law Enforcement Secondary Dispatch",Law Dispatch,"Kent County (41) County Law Enforcement"
13497,34b9,"41CARCW",DE,"Law Enforcement Sheriff Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13501,34bd,"41DPWROCK",D,"Rockford Department of Public Works",Public Works,"Kent County (41) County Government"
13506,34c2,"41OPS1",D,"Operations",Public Works,"Kent County (41) Gerald R. Ford International Airport Authority"
13507,34c3,"41DPWKW",D,"Kentwood Department of Public Works",Public Works,"Kent County (41) County Government"
13509,34c5,"41DPWKC",D,"Kent County Department of Public Works",Public Works,"Kent County (41) County Government"
13510,34c6,"41UTILITY1",D,"Utility 1",Public Works,"Kent County (41) Gerald R. Ford International Airport Authority"
13514,34ca,"41DPWWA",D,"Walker Department of Public Works",Public Works,"Kent County (41) County Government"
13515,34cb,"41EGP",DE,"East Grand Rapids Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13516,34cc,"41GVP",DE,"Grandville Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13517,34cd,"41KWP",DE,"Kentwood Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13520,34d0,"41LWP",DE,"Lowell Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13521,34d1,"41RKP",DE,"Rockford Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13523,34d3,"41SPP",DE,"Sparta Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13524,34d4,"41WKP",DE,"Walker Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13525,34d5,"41WYP",DE,"Wyoming Police Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13528,34d8,"41ARFF",D,"ARFF Dispatch",Fire Dispatch,"Kent County (41) Gerald R. Ford International Airport Authority"
13529,34d9,"41PO OPS",D,"Police Patrol",Law Tac,"Kent County (41) Gerald R. Ford International Airport Authority"
13530,34da,"41EVENT1",D,"Special Events 1",Multi-Tac,"Kent County (41) Gerald R. Ford International Airport Authority"
13531,34db,"41PARKING1",D,"Parking 1",Public Works,"Kent County (41) Gerald R. Ford International Airport Authority"
13532,34dc,"41FDN",D,"Fire North",Fire Dispatch,"Kent County (41) Fire Operations"
13533,34dd,"41FDE",D,"Fire East",Fire Dispatch,"Kent County (41) Fire Operations"
13534,34de,"41FDW",D,"Fire West",Fire Dispatch,"Kent County (41) Fire Operations"
13535,34df,"41FDSTW",D,"Statewide Fire",Fire-Tac,"Kent County (41) Fire Operations"
13536,34e0,"41FG1",D,"Fireground 1",Fire-Tac,"Kent County (41) Fire Operations"
13537,34e1,"41FG2",D,"Fireground 2",Fire-Tac,"Kent County (41) Fire Operations"
13538,34e2,"41FG3",D,"Fireground 3",Fire-Tac,"Kent County (41) Fire Operations"
13539,34e3,"41FG4",D,"Fireground 4",Fire-Tac,"Kent County (41) Fire Operations"
13540,34e4,"41FG5",D,"Fireground 5",Fire-Tac,"Kent County (41) Fire Operations"
13541,34e5,"41FG6",D,"Fireground 6",Fire-Tac,"Kent County (41) Fire Operations"
13542,34e6,"41FG7",D,"Fireground 7",Fire-Tac,"Kent County (41) Fire Operations"
13543,34e7,"41FG8",D,"Fireground 8",Fire-Tac,"Kent County (41) Fire Operations"
13544,34e8,"41FG9",D,"Fireground 9",Fire-Tac,"Kent County (41) Fire Operations"
13545,34e9,"41FG10",D,"Fireground 10",Fire-Tac,"Kent County (41) Fire Operations"
13546,34ea,"41FG11",D,"Fireground 11",Fire-Tac,"Kent County (41) Fire Operations"
13547,34eb,"41FG12",D,"Fireground 12",Fire-Tac,"Kent County (41) Fire Operations"
13548,34ec,"41FG13",D,"Fireground 13",Fire-Tac,"Kent County (41) Fire Operations"
13549,34ed,"41FG14",D,"Fireground 14",Fire-Tac,"Kent County (41) Fire Operations"
13550,34ee,"41FG15",D,"Fireground 15",Fire-Tac,"Kent County (41) Fire Operations"
13551,34ef,"41ADF",D,"Ada Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13552,34f0,"41ALF",D,"Algoma Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13553,34f1,"41APF",D,"Alpine Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13554,34f2,"41ATF",D,"Alto Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13555,34f3,"41BYF",D,"Byron Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13556,34f4,"41CAF",D,"Cascade Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13557,34f5,"41CLF",D,"Caledonia Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13558,34f6,"41CNF",D,"Cannon Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13559,34f7,"41COF",D,"Courtland Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13560,34f8,"41CSF",D,"Cedar Springs Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13561,34f9,"41CUF",D,"Cutlerville Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13562,34fa,"41DUF",D,"Dutton Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13563,34fb,"41EGF",D,"East Grand Rapids Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13564,34fc,"41GDF",D,"Grand Rapids Twp Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13565,34fd,"41GTF",D,"Grattan Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13566,34fe,"41GVF",D,"Grandville Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13567,34ff,"41KWF",D,"Kentwood Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13568,3500,"41KYF",D,"Kent City Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13569,3501,"41LWF",D,"Lowell Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13570,3502,"41OKF",D,"Oakfield Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13571,3503,"41PLF",D,"Plainfield Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13572,3504,"41RKF",D,"Rockford Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13573,3505,"41SCF",D,"Spencer Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13574,3506,"41SLF",D,"Sand Lake Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13575,3507,"41SOF",D,"Solon Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13576,3508,"41SPF",D,"Sparta Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13577,3509,"41WKF",D,"Walker Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13578,350a,"41WYF",D,"Wyoming Fire Fireground",Fire-Talk,"Kent County (41) Fire Operations"
13579,350b,"41KCIC",D,"Kent County Incident Command",Interop,"Kent County (41) Common/Interop"
13582,350e,"41DPWEGR",D,"East Grand Rapids Department of Public Works",Public Works,"Kent County (41) County Government"
13587,3513,"41LLP",D,"Lowell Light and Power",Utilities,"Lowell Light and Power"
13588,3514,"41ACS",DE,"Animal Control Car-to-Car",Law Tac,"Kent County (41) County Law Enforcement"
13589,3515,"41INT1",D,"Kent County Interop 1",Interop,"Kent County (41) Common/Interop"
13590,3516,"41INT2",D,"Kent County Interop 2",Interop,"Kent County (41) Common/Interop"
13591,3517,"41INT3",D,"Kent County Interop 3",Interop,"Kent County (41) Common/Interop"
13592,3518,"41INT4",D,"Kent County Interop 4",Interop,"Kent County (41) Common/Interop"
13593,3519,"41INT5",D,"Kent County Interop 5",Interop,"Kent County (41) Common/Interop"
13594,351a,"41INT6",D,"Kent County Interop 6",Interop,"Kent County (41) Common/Interop"
13595,351b,"41INT7",D,"Kent County Interop 7",Interop,"Kent County (41) Common/Interop"
13596,351c,"41INT8",D,"Kent County Interop 8",Interop,"Kent County (41) Common/Interop"
13597,351d,"41INT9",D,"Kent County Interop 9",Interop,"Kent County (41) Common/Interop"
13598,351e,"41INT10",D,"Kent County Interop 10",Interop,"Kent County (41) Common/Interop"
13599,351f,"41INT11",D,"Kent County Interop 11",Interop,"Kent County (41) Common/Interop"
13600,3520,"41INT12",D,"Kent County Interop 12",Interop,"Kent County (41) Common/Interop"
13601,3521,"41INT13",D,"Kent County Interop 13",Interop,"Kent County (41) Common/Interop"
13602,3522,"41INT14",D,"Kent County Interop 14",Interop,"Kent County (41) Common/Interop"
13603,3523,"41INT15",D,"Kent County Interop 15",Interop,"Kent County (41) Common/Interop"
13604,3524,"41SPEV3",DE,"Kent County Special Event 3",Interop,"Kent County (41) Common/Interop"
13605,3525,"41SPEV4",DE,"Kent County Special Event 4",Interop,"Kent County (41) Common/Interop"
13606,3526,"41SPEV5",DE,"Kent County Special Event 5",Interop,"Kent County (41) Common/Interop"
13607,3527,"41SPEV6",DE,"Kent County Special Event 6",Interop,"Kent County (41) Common/Interop"
13608,3528,"41SPEV7",DE,"Kent County Special Event 7",Interop,"Kent County (41) Common/Interop"
13609,3529,"41SPEV8",DE,"Kent County Special Event 8",Interop,"Kent County (41) Common/Interop"
13610,352a,"41SPEV9",DE,"Kent County Special Event 9",Interop,"Kent County (41) Common/Interop"
13611,352b,"41SPEV10",DE,"Kent County Special Event 10",Interop,"Kent County (41) Common/Interop"
13612,352c,"41SPEV11",DE,"Kent County Special Event 11",Interop,"Kent County (41) Common/Interop"
13613,352d,"41SPEV12",DE,"Kent County Special Event 12",Interop,"Kent County (41) Common/Interop"
13614,352e,"41SPEV13",DE,"Kent County Special Event 13",Interop,"Kent County (41) Common/Interop"
13615,352f,"41SPEV14",DE,"Kent County Special Event 14",Interop,"Kent County (41) Common/Interop"
13616,3530,"41SPEV15",DE,"Kent County Special Event 15",Interop,"Kent County (41) Common/Interop"
13617,3531,"41PGAD",D,"Ada Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13618,3532,"41PGAL",D,"Algoma Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13619,3533,"41PGAP",D,"Alpine Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13620,3534,"41PGARFF",D,"ARFF Paging",Fire Dispatch,"Kent County (41) Gerald R. Ford International Airport Authority"
13621,3535,"41PGAT",D,"Alto Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13622,3536,"41PGBYF",D,"Byron Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13623,3537,"41PGBYM",D,"Byron Medical Paging",EMS Dispatch,"Kent County (41) Fire/EMS Paging"
13624,3538,"41PGCAF",D,"Cascade Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13625,3539,"41PGCL",D,"Caledonia Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13626,353a,"41PGCN",D,"Cannon Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13627,353b,"41PGCO",D,"Courtland Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13628,353c,"41PGCS",D,"Cedar Springs Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13629,353d,"41PGCUF",D,"Cutlerville Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13630,353e,"41PGCUM",D,"Cutlerville Medical Paging",EMS Dispatch,"Kent County (41) Fire/EMS Paging"
13631,353f,"41PGDUF",D,"Dutton Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13632,3540,"41PGDUM",D,"Dutton Medical Paging",EMS Dispatch,"Kent County (41) Fire/EMS Paging"
13633,3541,"41PGEG",D,"East GR Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13634,3542,"41PGGD",D,"Grand Rapids Twp Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13635,3543,"41PGGT",D,"Grattan Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13636,3544,"41PGGVF",D,"Grandville Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13637,3545,"41PGKWF",D,"Kentwood Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13638,3546,"41PGKY",D,"Kent City Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13639,3547,"41PGLW",D,"Lowell Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13640,3548,"41PGOK",D,"Oakfield Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13641,3549,"41PGPLF",D,"Plainfield Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13642,354a,"41PGPLM",D,"Plainfield Medical Paging",EMS Dispatch,"Kent County (41) Fire/EMS Paging"
13643,354b,"41PGRK",D,"Rockford Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13644,354c,"41PGSC",D,"Spencer Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13645,354d,"41PGSL",D,"Sand Lake Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13646,354e,"41PGSO",D,"Solon Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13647,354f,"41PGSPF",D,"Sparta Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13648,3550,"41PGSPM",D,"Sparta Medical Paging",EMS Dispatch,"Kent County (41) Fire/EMS Paging"
13649,3551,"41PGWKF",D,"Walker Fire Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13650,3552,"41PGWKD",D,"Walker Duty Officer Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13651,3553,"41PGWYF",D,"Wyoming Full Time Crew Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13652,3554,"41PGWY1",D,"Wyoming Burton Street 1 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13653,3555,"41PGWY2",D,"Wyoming S. Division Station 2 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13654,3556,"41PGWY3",D,"Wyoming Gezon Parkway Station 3 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13655,3557,"41PGWY4",D,"Wyoming 36th St Station 4 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13656,3558,"41PGWYA",D,"Wyoming All Stations Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13658,355a,"41PGRAC",D,"RACES Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13659,355b,"41PGALL",D,"Kent County All Call Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13665,3561,"54CTFD1",D,"Colfax Twp. Fire Proprietary",Fire-Talk,"Mecosta County (54)"
13666,3562,"41AIRFMAINT",D,"Airfield Maintenance",Public Works,"Kent County (41) Gerald R. Ford International Airport Authority"
13671,3567,"41SPHLSEC4",D,"Security Ops 2",Security,"Spectrum Health"
13696,3580,"03PGWAEMS",D,"Wayland Area EMS Page",EMS Dispatch,"Allegan County (03) EMS / Hospitals"
13697,3581,"03PGPEMS",D,"Plainwell Area EMS Page",EMS Dispatch,"Allegan County (03) EMS / Hospitals"
13698,3582,"03LIFE PG",D,"Allegan County Page",EMS Dispatch,"Life EMS"
13700,3584,"41GRPD700",DE,"Police Ops 700",Law Tac,"Kent County (41) Grand Rapids City"
13701,3585,"41GRPD701",DE,"Police Ops 701",Law Tac,"Kent County (41) Grand Rapids City"
13702,3586,"41GRPD702",DE,"Police Ops 702",Law Tac,"Kent County (41) Grand Rapids City"
13703,3587,"41GRPD703",DE,"Police Ops 703",Law Tac,"Kent County (41) Grand Rapids City"
13704,3588,"GRCC Police",De,"GRCC Police Dispatch",Law Dispatch,"Grand Rapids Community College"
13706,358a,"41GRPD706",DE,"Police Ops 706",Law Tac,"Kent County (41) Grand Rapids City"
13707,358b,"41GRPD707",De,"Police Volunteer & Neighborhood Services 1",Law Talk,"Kent County (41) Grand Rapids City"
13708,358c,"41GRPD708",De,"Police Volunteer & Neighborhood Services 2",Law Talk,"Kent County (41) Grand Rapids City"
13709,358d,"41GRINT06",D,"Grand Rapids Interop 6",Interop,"Kent County (41) Grand Rapids City"
13710,358e,"41GRINT07",D,"Grand Rapids Interop 7",Interop,"Kent County (41) Grand Rapids City"
13711,358f,"41GRINT08",D,"Grand Rapids Interop 8",Interop,"Kent County (41) Grand Rapids City"
13712,3590,"41GRINT09",D,"Grand Rapids Interop 9",Interop,"Kent County (41) Grand Rapids City"
13713,3591,"41GRINT10",D,"Grand Rapids Interop 10",Interop,"Kent County (41) Grand Rapids City"
13714,3592,"41GRINT11",D,"Grand Rapids Interop 11",Interop,"Kent County (41) Grand Rapids City"
13715,3593,"41GRPD715",DE,"Police Ops 715",Law Tac,"Kent County (41) Grand Rapids City"
13716,3594,"41GRPD716",DE,"Police Ops 716",Law Tac,"Kent County (41) Grand Rapids City"
13717,3595,"41GRINT14",D,"Grand Rapids Interop 14",Interop,"Kent County (41) Grand Rapids City"
13718,3596,"41GRINT15",D,"Grand Rapids Interop 15",Interop,"Kent County (41) Grand Rapids City"
13720,3598,"41GRFD4",D,"Fireground 4 Ch. 4",Fire-Tac,"Kent County (41) Grand Rapids City"
13721,3599,"41GRLEIN",DE,"Police LEIN",Law Talk,"Kent County (41) Grand Rapids City"
13722,359a,"41GRPD722",DE,"Police Ops 722",Law Tac,"Kent County (41) Grand Rapids City"
13723,359b,"41GRPDN",DE,"Police North Dispatch",Law Dispatch,"Kent County (41) Grand Rapids City"
13724,359c,"41GRPDS",DE,"Police South Dispatch",Law Dispatch,"Kent County (41) Grand Rapids City"
13725,359d,"41GRPD725",DE,"Police Ops 725",Law Tac,"Kent County (41) Grand Rapids City"
13738,35aa,"41GRPD738",DE,"Police Ops 738",Law Tac,"Kent County (41) Grand Rapids City"
13739,35ab,"41GRPD739",DE,"Police Ops 739",Law Tac,"Kent County (41) Grand Rapids City"
13742,35ae,"08PG911",D,"Countywide All-Call Fire Paging",Fire Dispatch,"Barry County (08) Fire/EMS"
13743,35af,"08PGYS",D,"Yankee Springs Fire and MFR Paging",Fire Dispatch,"Barry County (08) Fire/EMS"
13744,35b0,"41PGKW1",D,"Kentwood Walma Dr Station 1 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13745,35b1,"41PGKW2",D,"Kentwood Embassy Dr Station 2 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13746,35b2,"41PGKW3",D,"Kentwood Eastern Ave Station 3 Paging",Fire Dispatch,"Kent County (41) Fire/EMS Paging"
13747,35b3,"11PGBHC",D,"Benton Harbor City Fire Page",Fire Dispatch,"Berrien County (11) Fire"
13748,35b4,"41GRFD1",D,"Fire Dispatch Ch. 1",Fire Dispatch,"Kent County (41) Grand Rapids City"
13749,35b5,"41GRFD2",D,"Fireground 2 Ch. 2",Fire-Tac,"Kent County (41) Grand Rapids City"
13750,35b6,"41GRFD3",D,"Fireground 3 Ch. 3",Fire-Tac,"Kent County (41) Grand Rapids City"
13751,35b7,"61LEIN",DE,"LEIN",Law Talk,"Muskegon County (61) Law Enforcement"
13753,35b9,"41GRFD753",D,"Fire Ops 2",Fire-Tac,"Kent County (41) Grand Rapids City"
13754,35ba,"41GRFD754",D,"Fire Ops 3",Fire-Tac,"Kent County (41) Grand Rapids City"
13767,35c7,"70F01OPS",D,"Allendale Township Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13768,35c8,"70F02OPS",D,"Olive Township Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13769,35c9,"70F03OPS",D,"Conklin Township Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13770,35ca,"70F04OPS",D,"Coopersville Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13771,35cb,"70F05OPS",D,"Crockery Township Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13772,35cc,"70F06OPS2",D,"Zeeland Township Fire Secondary/Event",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13773,35cd,"70F06OPS3",D,"Zeeland Township Fire Drone/Search OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13774,35ce,"70F06OPS",D,"Zeeland Township Fire OPS "Township"",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13775,35cf,"70F07OPS",D,"Ferrysburg Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13776,35d0,"70F08OPS1",D,"Georgetown Township Fire Station 1 OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13777,35d1,"70F08OPS2",D,"Georgetown Township Fire Station 2 OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13778,35d2,"70F08OPS3",D,"Georgetown Township Fire Station 3 OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13779,35d3,"70F08OPS",D,"Georgetown Township Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13780,35d4,"62PG13MF",D,"Grant Station 13 Medical First Responder Page",EMS Dispatch,"Newaygo County (62) EMS"
13781,35d5,"70F09OPS",D,"Grand Haven City Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13782,35d6,"70F10OPS2",D,"Grand Haven Township Fire OPS 2 - Secondary/Event",EMS Dispatch,"Newaygo County (62) EMS"
13783,35d7,"70F10OPS",D,"Grand Haven Township Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13784,35d8,"70F11OPS",D,"Holland City OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13785,35d9,"70F12OPS",D,"Holland Twp OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13786,35da,"70F13OPS",D,"Hudsonville Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13787,35db,"70F14OPS",D,"Jamestown Twp. Fire OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13789,35dd,"70F15OPS",D,"Park Township OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13790,35de,"70F16OPS",D,"Port Sheldon OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13791,35df,"70F17OPS",D,"Spring Lake Twp OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13792,35e0,"70F18OPS",D,"Marne Twp OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13793,35e1,"70F19OPS",D,"Zeeland City OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13794,35e2,"70F20OPS",D,"Robinson Twp OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13795,35e3,"70F21OPS",D,"Blendon Twp OPS",Fire-Tac,"Ottawa County (70) Fire/Rescue"
13796,35e4,"70ALLDEPT",D,"Countywide All Departments",Interop,"Ottawa County (70) Common/Interop"
13797,35e5,"70AMRDISP",D,"Ottawa County Dispatch",EMS Dispatch,"AMR EMS"
13798,35e6,"70COURT1",D,"Courthouse OPS 1",Law Talk,"Ottawa County (70) Law Enforcement"
13799,35e7,"70COURT2",D,"Courthouse OPS 2",Law Talk,"Ottawa County (70) Law Enforcement"
13800,35e8,"70COURT3",D,"Hudsonville District Court",Law Talk,"Ottawa County (70) Law Enforcement"
