13245,33BD,D,54MTATFD1,Mecosta TwpAustin Twp Stanwood area Fire Proprietary,Fire-Talk,Mecosta County 54,1
13248,33C0,D,54BRTFD1,Big Rapids Twp Fire Proprietary,Fire-Talk,Mecosta County 54,1
13249,33C1,D,R6SPEV12,Region 6 Special Events 12,Multi-Tac,Region 6 Interoperability,1
13250,33C2,D,R6SPEV13,Region 6 Special Events 13,Multi-Tac,Region 6 Interoperability,1
13252,33C4,D,37PAGE,Countywide Fire Paging,Fire Dispatch,Isabella County 37,1
13256,33C8,D,62VFIRE,Central 911 Fire Paging Patched to 154385 MHz,Fire Dispatch,Newaygo County 62 Fire,1
13262,33CE,D,18F02 PAGE,Surrey Twp Farwell Fire Paging,Fire Dispatch,Clare County 18,1
13274,33DA,D,41GRTAMB,Grand Rapids Twp Ambulance EMS Units,EMS Dispatch,Kent County 41,1
13278,33DE,D,41RAMB,Rockford Ambulance EMS Units,EMS Dispatch,Kent County 41,1
13279,33DF,D,41RAMB2,Rockford Ambulance Wheelchair Transport Vans,EMS-Talk,Kent County 41,1
13281,33E1,D,03EOC,Allegan County EOC,Emergency Ops,Allegan County 03 County Government,1
13308,33FC,D,64MED2,EMStoMercy Lakeshore Hospital Campus,Hospital,Oceana County 64,1
13317,3405,D,59SHBRH,Spectrum Health Big Rapids Hospital,Hospital,Montcalm County 59,1
13321,3409,D,37FD911,Central 911 Fire Dispatch,Fire Dispatch,Isabella County 37,1
13322,340A,D,37TAC8,Deerfield Fire Proprietary,Fire-Tac,Isabella County 37,1
13324,340C,D,37TAC10,MillbrookRolland Fire Proprietary,Fire-Tac,Isabella County 37,1
13325,340D,D,37TAC11,NottawaSherman Fire Proprietary,Fire-Tac,Isabella County 37,1
13327,340F,D,37TAC14,Saginaw Chippewa Tribal Fire Proprietary,Fire-Tac,Isabella County 37,1
13328,3410,D,64EMD1,County EMD  Emergency Management,Emergency Ops,Oceana County 64,1
13329,3411,D,64EMD2,County EMD  Emergency Management,Emergency Ops,Oceana County 64,1
13330,3412,D,64RACES,County RACES  AUXCOMM,Emergency Ops,Oceana County 64,1
13336,3418,D,37FD,NottawaSherman Fire Paging,Fire Dispatch,Isabella County 37,1
13337,3419,D,62COA,Commission On Aging Senior Transit Buses,Transportation,Newaygo County 62 County Government,1
13342,341E,D,62PG911,Countywide Fire Paging AllCall,Fire Dispatch,Newaygo County 62 Fire,1
13346,3422,D,54MFD,Morley Fire Proprietary,Fire-Talk,Mecosta County 54,1
13349,3425,D,03TRANS,Allegan County Transit,Transportation,Allegan County 03 County Government,1
13351,3427,DE,03PD003,Sheriff Proprietary,Law Tac,Allegan County 03 Law Enforcement,1
13352,3428,D,03ROADS,Road Commission,Public Works,Allegan County 03 County Government,1
13356,342C,DE,03TAC1,Sheriff Tactical,Law Tac,Allegan County 03 Law Enforcement,1
13360,3430,D,03DIVE,Dive Team,Law Tac,Allegan County 03 Law Enforcement,1
13364,3434,D,03F0301,Allegan Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13365,3435,D,03F0303,Dorr Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13366,3436,D,03F0305,Fennville Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13367,3437,D,03F0306,Ganges Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13368,3438,D,03F0307,Graafscap Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13369,3439,D,03F0308,Hamilton Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13370,343A,D,03F0309,Hopkins Area Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13371,343B,D,03F0310,Lee Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13372,343C,D,03F0312,Martin Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13373,343D,D,03F0313,Leighton Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13374,343E,D,03F0314,Otsego Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13375,343F,D,03F0315,Overisel Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13376,3440,D,03F0316,Plainwell Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13377,3441,D,03F0317,Salem Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13378,3442,D,03F0319,Wayland Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13379,3443,D,03F0321,Saugatuck Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13380,3444,D,03F0302,Clyde Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13381,3445,D,03F0323,Gunplain Fire Tactical,Fire-Tac,Allegan County 03 Fire,1
13384,3448,D,03F911E,Fire East Dispatch,Fire Dispatch,Allegan County 03 Fire,1
13385,3449,D,03F911W,Fire West Dispatch,Fire Dispatch,Allegan County 03 Fire,1
13387,344B,D,03FG01,Fire Ground 1,Fire-Tac,Allegan County 03 Fire,1
13388,344C,D,03FG02,Fire Ground 2,Fire-Tac,Allegan County 03 Fire,1
13389,344D,D,03FG03,Fire Ground 3,Fire-Tac,Allegan County 03 Fire,1
13390,344E,D,03FG04,Fire Ground 4,Fire-Tac,Allegan County 03 Fire,1
13391,344F,D,03FNAMR,Fennville AMR,EMS-Talk,Allegan County 03 EMS  Hospitals,1
13394,3452,D,03JAIL,Sheriff CorrectionsJail,Law Talk,Allegan County 03 Law Enforcement,1
13398,3456,D,03LIFE,Allegan County Dispatch,EMS Dispatch,Life EMS,1
13399,3457,D,03MARINE,Sheriff Marine Division,Law Tac,Allegan County 03 Law Enforcement,1
13401,3459,DE,03ISD,Sheriff Investigative Services Division,Law Tac,Allegan County 03 Law Enforcement,1
13402,345A,D,03PEMS,Plainwell EMS,EMS Dispatch,Allegan County 03 EMS  Hospitals,1
13406,345E,D,03SCHOOL,Schools,Schools,Allegan County 03 County Government,1
13412,3464,D,03SPEV3,Special Event 3,Interop,Allegan County 03 CommonInterop,1
13413,3465,D,03SPEV4,Special Event 4,Interop,Allegan County 03 CommonInterop,1
13414,3466,D,03SPEV5,Special Event 5,Interop,Allegan County 03 CommonInterop,1
13415,3467,D,03SPEV6,Special Event 6,Interop,Allegan County 03 CommonInterop,1
13422,346E,D,03TRANSPORT,Sheriff CorrectionsJail Transport,Law Talk,Allegan County 03 Law Enforcement,1
13423,346F,D,03UIC01,Unified Incident Command 1,Fire-Tac,Allegan County 03 Fire,1
13424,3470,D,03UIC10,Unified Incident Command 10,Fire-Tac,Allegan County 03 Fire,1
13425,3471,D,03UIC11,Unified Incident Command 11,Fire-Tac,Allegan County 03 Fire,1
13426,3472,D,03UIC12,Unified Incident Command 12,Fire-Tac,Allegan County 03 Fire,1
13427,3473,D,03UIC13,Unified Incident Command 13,Fire-Tac,Allegan County 03 Fire,1
13428,3474,D,03UIC14,Unified Incident Command 14,Fire-Tac,Allegan County 03 Fire,1
13429,3475,D,03UIC02,Unified Incident Command 2,Fire-Tac,Allegan County 03 Fire,1
13430,3476,D,03UIC03,Unified Incident Command 3,Fire-Tac,Allegan County 03 Fire,1
13431,3477,D,03UIC04,Unified Incident Command 4,Fire-Tac,Allegan County 03 Fire,1
13432,3478,D,03UIC05,Unified Incident Command 5,Fire-Tac,Allegan County 03 Fire,1
13433,3479,D,03UIC06,Unified Incident Command 6,Fire-Tac,Allegan County 03 Fire,1
13434,347A,D,03UIC07,Unified Incident Command 7,Fire-Tac,Allegan County 03 Fire,1
13435,347B,D,03UIC08,Unified Incident Command 8,Fire-Tac,Allegan County 03 Fire,1
13436,347C,D,03UIC09,Unified incident Command 9,Fire-Tac,Allegan County 03 Fire,1
13437,347D,D,03WAEMS,Wayland EMS,EMS Dispatch,Allegan County 03 EMS  Hospitals,1
13443,3483,D,03PG01F,Allegan Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13444,3484,D,03PG02F,Clyde Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13445,3485,D,03PG03F,Dorr Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13446,3486,D,03PG05F,Fennville Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13447,3487,D,03PG06F,Ganges Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13448,3488,D,03PG07F,Graafschap Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13449,3489,D,03PG08F,Hamilton Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13450,348A,D,03PG04F,Hopkins Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13451,348B,D,03PG10F,Lee Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13452,348C,D,03PG12F,Martin Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13453,348D,D,03PG13F,Leighton Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13454,348E,D,03PG14F,Otsego Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13455,348F,D,03PG15F,Overisel Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13456,3490,D,03PG16F,Plainwell Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13457,3491,D,03PG17F,Salem Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13458,3492,D,03PG19F,Wayland Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13459,3493,D,03PG21F,Saugatuck Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13460,3494,D,03PG23F,Gunplain Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13461,3495,D,03PG24F,Gobles Fire Paging,Fire Dispatch,Allegan County 03 Fire,1
13466,349A,D,03PG02D,Clyde Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13467,349B,D,03PG03D,Dorr Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13468,349C,D,03PG05D,Fennville Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13469,349D,D,03PG06D,Ganges Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13470,349E,D,03PG07D,Graafscap Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13471,349F,D,03PG08D,Hamilton Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13472,34A0,D,03PG09D,Hopkins Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13473,34A1,D,03PG10D,Lee Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13474,34A2,D,03PG12D,Martin Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13475,34A3,D,03PG13D,Leighton Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13476,34A4,D,03PG14D,Otsego Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13477,34A5,D,03PG15D,Overisel Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13478,34A6,D,03PG17D,Salem Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13479,34A7,D,03PG19D,Wayland Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13480,34A8,D,03PG21D,Saugatuck Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13481,34A9,D,03PG23D,Gunplain Fire Duty Officer Paging,Fire Dispatch,Allegan County 03 Fire,1
13484,34AC,D,WOLFLK7B,Wolf Lake Fish Hatchery Secondary,Law Talk,State Dept of Natural Resources  District 7,1
13490,34B2,D,34EMS PAGE,EMS Paging,EMS Dispatch,Ionia County 34,1
13491,34B3,D,34LIFE,Ionia County Dispatch,EMS Dispatch,Life EMS,1
13696,3580,D,03WAEMSPG,Wayland Area EMS Paging,EMS Dispatch,Allegan County 03 EMS  Hospitals,1
13697,3581,D,03PEMSPG,Plainwell Area EMS Paging,EMS Dispatch,Allegan County 03 EMS  Hospitals,1
13698,3582,D,03LIFEPG,Life EMS Paging,EMS Dispatch,Allegan County 03 EMS  Hospitals,1
13742,35AE,D,08PG911,Central 911 Fire Paging Countywide AllCall,Fire Dispatch,Barry County 08 FireEMS,1
13743,35AF,D,08PGYS,Yankee Springs Fire and MFR Paging,Fire Dispatch,Barry County 08 FireEMS,1
13767,35C7,D,70F01OPS,Allendale Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13768,35C8,D,70F02OPS,Olive Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13769,35C9,D,70F03OPS,Conklin Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13770,35CA,D,70F04OPS,Coopersville Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13771,35CB,D,70F05OPS,Crockery Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13774,35CE,D,70F06OPS,Zeeland Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13775,35CF,D,70F07OPS,Ferrysburg Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13779,35D3,D,70F08OPS,Georgetown Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13781,35D5,D,70F09OPS,Grand Haven City Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13783,35D7,D,70F10OPS,Grand Haven Township Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13784,35D8,D,70F11OPS,Holland City OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13785,35D9,D,70F12OPS,Holland Twp OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13786,35DA,D,70F13OPS,Hudsonville Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13787,35DB,D,70F14OPS,Jamestown Twp Fire OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13789,35DD,D,70F15OPS,Park Township OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13790,35DE,D,70F16OPS,Port Sheldon OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13791,35DF,D,70F17OPS,Spring Lake Twp OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13792,35E0,D,70F18OPS,Marne Twp OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13793,35E1,D,70F19OPS,Zeeland City OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13794,35E2,D,70F20OPS,Robinson Twp OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13795,35E3,D,70F21OPS,Blendon Twp OPS,Fire-Tac,Ottawa County 70 FireRescue,1
13796,35E4,D,70ALLDEP,Countywide All Departments,Interop,Ottawa County 70 CommonInterop,1
13809,35F1,D,70FNORTH,Central 911 Fire North Dispatch,Fire Dispatch,Ottawa County 70 FireRescue,1
13810,35F2,D,70FSOUTH,Central 911 Fire South Dispatch,Fire Dispatch,Ottawa County 70 FireRescue,1
13819,35FB,D,70GVEVT1,Grand Valley State University Police Event 1,Law Tac,State Colleges and Universities,1
13821,35FD,D,70HAZMAT,Countywide Hazmat Team,Fire-Tac,Ottawa County 70 FireRescue,1
13836,360C,D,70HPEVT1,Holland Police Event 1,Law Tac,Ottawa County 70 Law Enforcement,1
13861,3625,D,70LEIN,Central 911 Police Teletype Information,Law Tac,Ottawa County 70 Law Enforcement,1
13863,3627,D,70MARINE,Sheriff Marine Patrol,Law Tac,Ottawa County 70 Law Enforcement,1
13882,363A,D,70POL1,Central 911 Police Dispatch 1,Law Dispatch,Ottawa County 70 Law Enforcement,1
13918,365E,D,70TECHRES,Countywide Technical Rescue Team,Fire-Tac,Ottawa County 70 FireRescue,1
13932,366C,D,GRAREED,Reed City Garage,Public Works,State DOT MDOT  Grand Region,1
13936,3670,D,70SOEVT1,Sheriff Event 1,Law Tac,Ottawa County 70 Law Enforcement,1
13937,3671,D,70SOEVT2,Sheriff Event 2,Law Tac,Ottawa County 70 Law Enforcement,1
13938,3672,D,70SOEVT3,Sheriff Event 3,Law Tac,Ottawa County 70 Law Enforcement,1
13962,368A,D,70GVTRN,Grand Valley State University Police Training,Law Tac,State Colleges and Universities,1
13963,368B,D,11FDSTJ,St Joseph Fire Paging,Fire Dispatch,Berrien County 11 Fire,1
13965,368D,DE,14LAW1,Central 911 Police Tactical 1,Law Tac,Cass County 14,1
13966,368E,DE,14LAW2,Central 911 Police Tactical 2,Law Tac,Cass County 14,1
13973,3695,D,34PG PAB,Portland Ambulance Paging,EMS Dispatch,Ionia County 34,1
13985,36A1,D,41GVSUPD,Grand Valley State University Grand Rapids Dispatch,Law Dispatch,State Colleges and Universities,1
13986,36A2,D,54POSSE,County Sheriff Posse,Law Tac,Mecosta County 54,1
13995,36AB,D,61MCECOM,Muskegon County Emergency Communication Services Common,Emergency Ops,Muskegon County 61,1
14014,36BE,D,23ADMIN,Central 911 Police Administration,Law Tac,Eaton County 23,1
14015,36BF,D,23F911,Central 911 Fire Dispatch,Fire Dispatch,Eaton County 23,1
14016,36C0,D,23LEIN,Central 911 Police LEIN ,Law Tac,Eaton County 23,1
14017,36C1,D,23SPEV1,Special Events 1 ,Multi-Tac,Eaton County 23,1
14018,36C2,D,23SPEV2,Special Events 2,Multi-Tac,Eaton County 23,1
14019,36C3,D,23E911,Central 911 EMS Dispatch,EMS Dispatch,Eaton County 23,1
14020,36C4,D,23FTRICO,TriCounty Fire Mutual Aid,Interop,Eaton County 23,1
14021,36C5,D,23PTRICO,TriCounty Police Mutual Aid,Interop,Eaton County 23,1
14023,36C7,D,56PAGING,Fire Paging,Fire Dispatch,Midland County 56 Fire,1
14024,36C8,D,56EMS PAGE,EMS Paging,EMS Dispatch,Midland County 56 EMS,1
14025,36C9,D,781P911,Traverse City Police Dispatch,Law Dispatch,Grand Traverse County 28 Law Enforcement,1
14026,36CA,D,28NF911,North Flight Dispatch Based out of Traverse City,EMS Dispatch,Statewide Aeronautical Medical,1
14027,36CB,D,781TCFD,Traverse City Fire Dispatch,Fire Dispatch,Grand Traverse County 28 Fire,1
14028,36CC,D,28METRO,Central 911 Fire Metro Dispatch,Fire Dispatch,Grand Traverse County 28 Fire,1
14029,36CD,D,28RURAL,Central 911 Fire Rural Dispatch,Fire Dispatch,Grand Traverse County 28 Fire,1
14030,36CE,D,28SPEV1,Special Event 1,Multi-Tac,Grand Traverse County 28 CommonInterop,1
14031,36CF,D,28SPEV2,Special Event 2,Multi-Tac,Grand Traverse County 28 CommonInterop,1
14032,36D0,D,28SPEV3,Special Event 3,Multi-Tac,Grand Traverse County 28 CommonInterop,1
14033,36D1,D,28SPEV4,Special Event 4,Multi-Tac,Grand Traverse County 28 CommonInterop,1
14034,36D2,D,28SPEV5,Special Event 5,Multi-Tac,Grand Traverse County 28 CommonInterop,1
14035,36D3,D,28BFIR,Blair Fire Proprietary,Fire-Talk,Grand Traverse County 28 Fire,1
14036,36D4,D,28MFIR,Metro Fire Proprietary,Fire-Talk,Grand Traverse County 28 Fire,1
14037,36D5,D,28PFIR,Peninsula Fire Proprietary,Fire-Talk,Grand Traverse County 28 Fire,1
14038,36D6,D,28CFIR,City Fire Proprietary,Fire-Talk,Grand Traverse County 28 Fire,1
14039,36D7,D,28LFIR,Long Lake Fire Proprietary,Fire-Talk,Grand Traverse County 28 Fire,1
14040,36D8,D,28EEMS,East Bay EMS Proprietary,EMS-Talk,Grand Traverse County 28 EMS,1
14041,36D9,D,28GEMS,Green Lake EMS Proprietary,EMS-Talk,Grand Traverse County 28 EMS,1
14042,36DA,D,28FEMS,Fife Lake EMS Proprietary,EMS-Talk,Grand Traverse County 28 EMS,1
14043,36DB,D,28KEMS,Kingsley EMS Proprietary,EMS-Talk,Grand Traverse County 28 EMS,1
14044,36DC,D,28DB,Detective Bureau,Law Tac,Grand Traverse County 28 Law Enforcement,1
14047,36DF,DE,TNT 2,Traverse Narcotics Team 2,Law Tac,State Police  Northern Region CID,1
14049,36E1,D,28EMS,EMS,EMS-Talk,Grand Traverse County 28 EMS,1
14050,36E2,D,28ROAD,Road Commission,Public Works,Grand Traverse County 28 Government,1
14051,36E3,D,28NMC,Northern Michigan College,Public Works,Grand Traverse County 28 Government,1
14052,36E4,D,28CCA,Cherry Capital Airport,Public Works,Grand Traverse County 28 Government,1
14053,36E5,D,28ANIM,County Animal Control,Public Works,Grand Traverse County 28 Government,1
14054,36E6,D,28METRO1,Metro Fire Station 1,Fire-Tac,Grand Traverse County 28 Fire,1
14055,36E7,D,28METRO89,Metro Fire Station 89,Fire-Tac,Grand Traverse County 28 Fire,1
14056,36E8,D,28METRO1112,Metro Fire Station 1112,Fire-Tac,Grand Traverse County 28 Fire,1
14057,36E9,D,28MTCHIEF,Metro Fire Chief,Fire-Tac,Grand Traverse County 28 Fire,1
14058,36EA,D,28METROAC,Metro Fire AllCall,Fire-Tac,Grand Traverse County 28 Fire,1
14059,36EB,D,28RURAL2,Rural Fire Station 2,Fire-Tac,Grand Traverse County 28 Fire,1
14060,36EC,D,28RURAL3,Rural Fire Station 3,Fire-Tac,Grand Traverse County 28 Fire,1
14061,36ED,D,28RURAL4,Rural Fire Station 4,Fire-Tac,Grand Traverse County 28 Fire,1
14062,36EE,D,28RURAL6,Rural Fire Station 6,Fire-Tac,Grand Traverse County 28 Fire,1
14063,36EF,D,28RCHIEF,Rural Fire Chief,Fire-Tac,Grand Traverse County 28 Fire,1
14064,36F0,D,28RURALAC,Rural Fire AllCall,Fire Dispatch,Grand Traverse County 28 Fire,1
14065,36F1,D,28BLAIR5,Blair FireEMS Station 5,Fire-Tac,Grand Traverse County 28 Fire,1
14066,36F2,D,28BLAIRAC,Blair FireEMS AllCall,Fire Dispatch,Grand Traverse County 28 Fire,1
14067,36F3,D,28PEN7,Peninsula FireEMS Station 7,Fire-Tac,Grand Traverse County 28 Fire,1
14068,36F4,D,28PAGE1,Pagegroup 1,Fire Dispatch,Grand Traverse County 28 Fire,1
14069,36F5,D,28ARFF,Traverse City Fire ARFF,Fire-Tac,Grand Traverse County 28 Fire,1
14070,36F6,D,28PAGE2,Pagegroup 2,Fire Dispatch,Grand Traverse County 28 Fire,1
14071,36F7,D,28NFPAGE,North Flight Paging Based out of Traverse City,EMS Dispatch,Statewide Aeronautical Medical,1
14072,36F8,D,MMR GT,Grand Traverse County Dispatch,EMS Dispatch,Mobile Medical Response Med Comm,1
14073,36F9,D,28EBEMS,East Bay EMS 9A,EMS-Talk,Grand Traverse County 28 EMS,1
14076,36FC,D,73BRPAGE,Birch Run Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14077,36FD,D,73BLUMPAGE,Blumfield Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14078,36FE,D,73BRIDGEPAGE,Bridgeport Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14079,36FF,D,73BVPAGE,Buena Vista Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14080,3700,D,73CAROLLPAGE,Carrollton Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14081,3701,D,73CHEASPAGE,Chesaning Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14082,3702,D,73FMPAGE,Frankenmuth Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14083,3703,D,73JAMESPAGE,James Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14084,3704,D,73JLPAGE,JonesfieldLakefield Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14085,3705,D,73KOCHPAGE,Kochville Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14086,3706,D,73MGPAGE,Maple Grove Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14087,3707,D,73MTPAGE,Marion Twp Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14088,3708,D,73MBSPAGE,MBS Airport Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14089,3709,D,73RICHPAGE,Richland Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14090,370A,D,73STPAGE,Saginaw Twp Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14091,370B,D,73SPAULPAGE,Spaulding Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14092,370C,D,73TRITPAGE,Tri Twp Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14093,370D,D,73TAYPAGE,Taymouth Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14094,370E,D,73THOMASPAGE,Thomas Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14095,370F,D,73TBPAGE,Tittabawassee Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14096,3710,D,73ZILPAGE,Zilwaukee Paging,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
14098,3712,D,28RFIRE,Rural Fire Proprietary,Fire-Talk,Grand Traverse County 28 Fire,1
14099,3713,D,38PG WX,Central 911 Fire Countywide Weather Alerts,Fire Dispatch,Jackson County 38 FireRescue,1
14101,3715,D,83JAIL,Sheriff Corrections Division,Law Talk,Wexford County 83,1
14102,3716,D,10 ST 4 FD PG,Station 4 Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14103,3717,D,10 ST 5 FD PG,Station 5 Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14104,3718,D,10 ST 6 FD PG,Station 6 Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14105,3719,D,10 ST 7 FD PG,Station 7 Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14106,371A,D,10 ST 1 FD PG,Station 1 Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14108,371C,D,10 ST 9 FD PG,Station 9 Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14109,371D,D,10 EMS PG,Benzie EMS Paging,Fire Dispatch,Benzie County 10 FireEMS,1
14111,371F,D,38PG COL,Columbia Twp Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14112,3720,D,38PG CON,Concord Fire and Rescue Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14113,3721,D,38PG GL,Grass Lake Fire and Rescue Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14114,3722,D,38PG HEN,Henrietta Twp Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14115,3723,D,38PG HAN,Hanover Twp Fire Paging Future Use,Fire Dispatch,Jackson County 38 FireRescue,1
14116,3724,D,38PG JAC,Jackson City Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14117,3725,D,38PG LT,Liberty Twp Fire Paging Future Use,Fire Dispatch,Jackson County 38 FireRescue,1
14118,3726,D,38PG NAP,Napoleon Twp Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14119,3727,D,38PG,Central 911 Fire Paging Future Use,Fire Dispatch,Jackson County 38 FireRescue,1
14120,3728,D,38PG PT,Pulaski Twp FireRescue Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14121,3729,D,38PG PARSAND,ParmaSandstone Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14122,372A,D,38PG RT,Rives  Tompkins Twp FireRescue Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14123,372B,D,38PG SAT,Spring Arbor Twp Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14124,372C,D,38PG SP,Springport Fire and Rescue Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14125,372D,D,38PG SUM,Summit Twp Fire Paging,Fire Dispatch,Jackson County 38 FireRescue,1
14126,372E,D,38PG,Central 911 Fire Paging Future Use,Fire Dispatch,Jackson County 38 FireRescue,1
14142,373E,D,60FE911,Central 911 FireEMS Dispatch,Fire Dispatch,Montmorency County 60,1
14230,3796,D,13ROAD1,Road Commission 1,Public Works,Calhoun County 13 County Government,1
14231,3797,D,13ROAD2,Road Commission 2,Public Works,Calhoun County 13 County Government,1
